sample_id,source_sample_id,vehicle_id,source_absolute_path,original_length,target_length,regularization_method,long_mode,window_index,window_start_index,window_end_index,label_absolute_path,label_delta_displacement_path,start_path,max_reconstruction_error,coordinate_type,valid_or_skipped,skip_reason
sample_000087,sample_000087,veh10075,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000087.npy,163,224,bounce_reflect_padding,truncate,0,0,163,labels_absolute/sample_000087.npy,labels_delta_displacement/sample_000087.npy,starts/sample_000087.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000088,sample_000088,veh10076,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000088.npy,129,224,bounce_reflect_padding,truncate,0,0,129,labels_absolute/sample_000088.npy,labels_delta_displacement/sample_000088.npy,starts/sample_000088.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000089,sample_000089,veh10077,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000089.npy,289,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000089.npy,labels_delta_displacement/sample_000089.npy,starts/sample_000089.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_000090,sample_000090,veh10078,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000090.npy,151,224,bounce_reflect_padding,truncate,0,0,151,labels_absolute/sample_000090.npy,labels_delta_displacement/sample_000090.npy,starts/sample_000090.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000091,sample_000091,veh10079,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000091.npy,209,224,bounce_reflect_padding,truncate,0,0,209,labels_absolute/sample_000091.npy,labels_delta_displacement/sample_000091.npy,starts/sample_000091.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_000092,sample_000092,veh1008,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000092.npy,210,224,bounce_reflect_padding,truncate,0,0,210,labels_absolute/sample_000092.npy,labels_delta_displacement/sample_000092.npy,starts/sample_000092.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000093,sample_000093,veh10080,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000093.npy,247,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000093.npy,labels_delta_displacement/sample_000093.npy,starts/sample_000093.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000094,sample_000094,veh10081,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000094.npy,178,224,bounce_reflect_padding,truncate,0,0,178,labels_absolute/sample_000094.npy,labels_delta_displacement/sample_000094.npy,starts/sample_000094.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000095,sample_000095,veh10082,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000095.npy,144,224,bounce_reflect_padding,truncate,0,0,144,labels_absolute/sample_000095.npy,labels_delta_displacement/sample_000095.npy,starts/sample_000095.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000096,sample_000096,veh10083,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000096.npy,87,224,bounce_reflect_padding,truncate,0,0,87,labels_absolute/sample_000096.npy,labels_delta_displacement/sample_000096.npy,starts/sample_000096.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000097,sample_000097,veh10084,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000097.npy,129,224,bounce_reflect_padding,truncate,0,0,129,labels_absolute/sample_000097.npy,labels_delta_displacement/sample_000097.npy,starts/sample_000097.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000098,sample_000098,veh10085,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000098.npy,161,224,bounce_reflect_padding,truncate,0,0,161,labels_absolute/sample_000098.npy,labels_delta_displacement/sample_000098.npy,starts/sample_000098.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_000099,sample_000099,veh10086,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000099.npy,268,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000099.npy,labels_delta_displacement/sample_000099.npy,starts/sample_000099.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000100,sample_000100,veh10087,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000100.npy,228,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000100.npy,labels_delta_displacement/sample_000100.npy,starts/sample_000100.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000101,sample_000101,veh10088,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000101.npy,212,224,bounce_reflect_padding,truncate,0,0,212,labels_absolute/sample_000101.npy,labels_delta_displacement/sample_000101.npy,starts/sample_000101.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000102,sample_000102,veh10089,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000102.npy,212,224,bounce_reflect_padding,truncate,0,0,212,labels_absolute/sample_000102.npy,labels_delta_displacement/sample_000102.npy,starts/sample_000102.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000103,sample_000103,veh1009,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000103.npy,140,224,bounce_reflect_padding,truncate,0,0,140,labels_absolute/sample_000103.npy,labels_delta_displacement/sample_000103.npy,starts/sample_000103.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000104,sample_000104,veh10090,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000104.npy,64,224,bounce_reflect_padding,truncate,0,0,64,labels_absolute/sample_000104.npy,labels_delta_displacement/sample_000104.npy,starts/sample_000104.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000105,sample_000105,veh10091,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000105.npy,188,224,bounce_reflect_padding,truncate,0,0,188,labels_absolute/sample_000105.npy,labels_delta_displacement/sample_000105.npy,starts/sample_000105.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_000106,sample_000106,veh10092,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000106.npy,64,224,bounce_reflect_padding,truncate,0,0,64,labels_absolute/sample_000106.npy,labels_delta_displacement/sample_000106.npy,starts/sample_000106.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000107,sample_000107,veh10093,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000107.npy,127,224,bounce_reflect_padding,truncate,0,0,127,labels_absolute/sample_000107.npy,labels_delta_displacement/sample_000107.npy,starts/sample_000107.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000108,sample_000108,veh10094,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000108.npy,92,224,bounce_reflect_padding,truncate,0,0,92,labels_absolute/sample_000108.npy,labels_delta_displacement/sample_000108.npy,starts/sample_000108.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000109,sample_000109,veh10095,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000109.npy,132,224,bounce_reflect_padding,truncate,0,0,132,labels_absolute/sample_000109.npy,labels_delta_displacement/sample_000109.npy,starts/sample_000109.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000110,sample_000110,veh10096,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000110.npy,282,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000110.npy,labels_delta_displacement/sample_000110.npy,starts/sample_000110.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000111,sample_000111,veh10097,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000111.npy,288,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000111.npy,labels_delta_displacement/sample_000111.npy,starts/sample_000111.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000112,sample_000112,veh10098,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000112.npy,256,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000112.npy,labels_delta_displacement/sample_000112.npy,starts/sample_000112.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000113,sample_000113,veh10099,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000113.npy,174,224,bounce_reflect_padding,truncate,0,0,174,labels_absolute/sample_000113.npy,labels_delta_displacement/sample_000113.npy,starts/sample_000113.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000114,sample_000114,veh101,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000114.npy,184,224,bounce_reflect_padding,truncate,0,0,184,labels_absolute/sample_000114.npy,labels_delta_displacement/sample_000114.npy,starts/sample_000114.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000115,sample_000115,veh1010,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000115.npy,161,224,bounce_reflect_padding,truncate,0,0,161,labels_absolute/sample_000115.npy,labels_delta_displacement/sample_000115.npy,starts/sample_000115.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000116,sample_000116,veh10100,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000116.npy,236,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000116.npy,labels_delta_displacement/sample_000116.npy,starts/sample_000116.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000117,sample_000117,veh10101,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000117.npy,255,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000117.npy,labels_delta_displacement/sample_000117.npy,starts/sample_000117.npy,3.410605131648481e-13,delta_displacement_xy_regularized_224,valid,
sample_000118,sample_000118,veh10102,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000118.npy,224,224,unchanged,truncate,0,0,224,labels_absolute/sample_000118.npy,labels_delta_displacement/sample_000118.npy,starts/sample_000118.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_000119,sample_000119,veh10103,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000119.npy,70,224,bounce_reflect_padding,truncate,0,0,70,labels_absolute/sample_000119.npy,labels_delta_displacement/sample_000119.npy,starts/sample_000119.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000120,sample_000120,veh10104,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000120.npy,136,224,bounce_reflect_padding,truncate,0,0,136,labels_absolute/sample_000120.npy,labels_delta_displacement/sample_000120.npy,starts/sample_000120.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000121,sample_000121,veh10105,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000121.npy,314,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000121.npy,labels_delta_displacement/sample_000121.npy,starts/sample_000121.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000122,sample_000122,veh10106,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000122.npy,221,224,bounce_reflect_padding,truncate,0,0,221,labels_absolute/sample_000122.npy,labels_delta_displacement/sample_000122.npy,starts/sample_000122.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000123,sample_000123,veh10107,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000123.npy,131,224,bounce_reflect_padding,truncate,0,0,131,labels_absolute/sample_000123.npy,labels_delta_displacement/sample_000123.npy,starts/sample_000123.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000124,sample_000124,veh10108,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000124.npy,159,224,bounce_reflect_padding,truncate,0,0,159,labels_absolute/sample_000124.npy,labels_delta_displacement/sample_000124.npy,starts/sample_000124.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000125,sample_000125,veh10109,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000125.npy,219,224,bounce_reflect_padding,truncate,0,0,219,labels_absolute/sample_000125.npy,labels_delta_displacement/sample_000125.npy,starts/sample_000125.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000126,sample_000126,veh1011,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000126.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_000126.npy,labels_delta_displacement/sample_000126.npy,starts/sample_000126.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000127,sample_000127,veh10110,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000127.npy,154,224,bounce_reflect_padding,truncate,0,0,154,labels_absolute/sample_000127.npy,labels_delta_displacement/sample_000127.npy,starts/sample_000127.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000128,sample_000128,veh10111,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000128.npy,106,224,bounce_reflect_padding,truncate,0,0,106,labels_absolute/sample_000128.npy,labels_delta_displacement/sample_000128.npy,starts/sample_000128.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000129,sample_000129,veh10112,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000129.npy,106,224,bounce_reflect_padding,truncate,0,0,106,labels_absolute/sample_000129.npy,labels_delta_displacement/sample_000129.npy,starts/sample_000129.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000130,sample_000130,veh10113,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000130.npy,146,224,bounce_reflect_padding,truncate,0,0,146,labels_absolute/sample_000130.npy,labels_delta_displacement/sample_000130.npy,starts/sample_000130.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000131,sample_000131,veh10114,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000131.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_000131.npy,labels_delta_displacement/sample_000131.npy,starts/sample_000131.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000132,sample_000132,veh10115,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000132.npy,111,224,bounce_reflect_padding,truncate,0,0,111,labels_absolute/sample_000132.npy,labels_delta_displacement/sample_000132.npy,starts/sample_000132.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000133,sample_000133,veh10116,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000133.npy,137,224,bounce_reflect_padding,truncate,0,0,137,labels_absolute/sample_000133.npy,labels_delta_displacement/sample_000133.npy,starts/sample_000133.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_000134,sample_000134,veh10117,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000134.npy,385,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_000134.npy,labels_delta_displacement/sample_000134.npy,starts/sample_000134.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_000135,sample_000135,veh10118,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_000135.npy,135,224,bounce_reflect_padding,truncate,0,0,135,labels_absolute/sample_000135.npy,labels_delta_displacement/sample_000135.npy,starts/sample_000135.npy,0.0,delta_displacement_xy_regularized_224,valid,
